# name	lat	lon	modern_name	verses	slug	score
Tjaru	30.9352	32.3669	Tel Habuwa	0	tjaru	430
Tob	32.5633	36.2439	Et Tayibeh	4	tob	651
Tochen	31.6159	34.8783	Khirbet el Ater	1	tochen	131
Tophel	30.8375	35.6042	Tafila	1	tophel	189
Topheth	31.7692	35.2281	Hinnom Valley	9	topheth	1000
Tower of Hananel	31.7801	35.2343	Antonia Fortress	4	tower-of-hananel	1000
Tower of Shechem	32.2136	35.2819	Tell Balatah	3	tower-of-shechem	1000
Tower of the Hundred	31.7801	35.2343	Antonia Fortress	2	tower-of-the-hundred	1000
Tower of the Ovens	31.7767	35.2342	Jerusalem	2	tower-of-the-ovens	1000
Trachonitis	32.9695	36.4554	Lajat	1	trachonitis	1000
Troas	39.7519	26.1586	Alexandria Troas	6	troas	1000
Trogyllium	37.6594	27.0033	Cape Mycale	1	trogyllium	1000
Tubal	37.2956	36.2536	Tabal	5	tubal	1000
Tyre	33.2708	35.1961	Tyre	64	tyre	1000
Ulai	32.4100	48.1478	Ulai canal	2	ulai	743
Ummah	32.9211	35.0883	Tel Akko	1	ummah	417
Umman Manda	34.8065	48.5162	Tell Hagmatana	0	umman-manda	179
Uphaz	18.2167	42.5000	southwestern Arabia	2	uphaz	89
Upper Beth-horon	31.8858	35.1142	Beit Ur al Fauqa	3	upper-beth-horon	1000
Upper Gulloth	31.4321	35.0149	Khirbet Rabud	2	upper-gulloth	775
Upper Pool	31.7767	35.2342	Jerusalem	3	upper-pool	1000
Upu	33.5111	36.3064	Damascus	0	upu	1000
Uqnu	31.7823	47.8694	Karkheh River	0	uqnu	284
Ur 1	30.9622	46.1044	Tell el Muqayyar	4	ur-1	703
Ur 2	30.9622	46.1044	Tell el Muqayyar	0	ur-2	1000
Ura	40.2546	40.2260	Bayburt	0	ura	1000
Uz	30.7458	35.6039	Buseira	3	uz	338
Uzal	15.3551	44.2145	Sanaa	1	uzal	352
Uzza	31.7767	35.2342	Jerusalem	2	uzza	1000
Uzzen-sheerah	31.8950	35.0836	Beit Ur al Tahta	1	uzzen-sheerah	385
Valley Gate	31.7767	35.2342	Jerusalem	4	valley-gate	689
Valley of Achor	31.7167	35.3833	Al Buqay’ah	5	valley-of-achor	604
Valley of Aijalon	31.8675	34.9594	Ayalon Valley	1	valley-of-aijalon	1000
Valley of Aven	34.0076	36.2044	Baalbek	1	valley-of-aven	637
Valley of Baca	31.7767	35.2342	Jerusalem	1	valley-of-baca	283
Valley of Beracah	31.6089	35.1716	Wadi el Arrub	1	valley-of-beracah	245
Valley of Decision	31.7803	35.2400	Valley of Jehoshaphat	1	valley-of-decision	1000
Valley of Elah	31.6754	34.9980	Valley of Elah	3	valley-of-elah	1000
Valley of Eshcol	31.5251	35.1022	Tel Rumeida	4	valley-of-eshcol	590
Valley of Gerar	31.3821	34.6065	Tel Haror	2	valley-of-gerar	694
Valley of Gibeon	31.8475	35.1834	El Jib	1	valley-of-gibeon	912
Valley of Hamon-gog	31.7539	35.7152	Abarim	2	valley-of-hamon-gog	229
Valley of Hebron	31.5251	35.1022	Tel Rumeida	1	valley-of-hebron	1000
Valley of Hinnom	31.7692	35.2281	Hinnom Valley	12	valley-of-hinnom	1000
Valley of Iphtahel	32.7712	35.1430	Wadi el Melek	2	valley-of-iphtahel	582
Valley of Jehoshaphat	31.7803	35.2400	Valley of Jehoshaphat	2	valley-of-jehoshaphat	1000
Valley of Jericho	31.8717	35.4446	Tell es Sultan	1	valley-of-jericho	1000
Valley of Jezreel	32.5964	35.2419	Jezreel Valley	5	valley-of-jezreel	1000
Valley of Lebanon	34.0089	36.1453	Beqaa Valley	2	valley-of-lebanon	961
Valley of Mizpeh	33.4000	35.8500	Mount Hermon	1	valley-of-mizpeh	535
Valley of Rephaim	31.7632	35.2191	Valley of Rephaim	8	valley-of-rephaim	1000
Valley of Salt	31.0505	35.4063	Es Sebkha	5	valley-of-salt	451
Valley of Shaveh	31.7672	35.2360	intersection of Kidron Valley and Valley of Hinnom	1	valley-of-shaveh	456
Valley of Shittim	31.6671	35.4486	Wadi en Nar	1	valley-of-shittim	702
Valley of Siddim	31.2085	35.4492	south of the Lisan	3	valley-of-siddim	647
Valley of Sorek	31.7558	35.0500	Nahal Sorek	1	valley-of-sorek	1000
Valley of Succoth	32.1966	35.6212	Tell Deir Alla	2	valley-of-succoth	600
Valley of the Arnon	31.4658	35.5733	Wadi Mujib	11	valley-of-the-arnon	1000
Valley of Zeboim	31.8350	35.3794	Wadi Abu ed Diba	1	valley-of-zeboim	295
Valley of Zephathah	31.6106	34.9531	Wadi Safiyeh	1	valley-of-zephathah	488
Valley of Zered	31.0270	35.4853	Wadi al Hasa	1	valley-of-zered	1000
Waheb	31.6656	35.8175	Sufeh	1	waheb	238
Washer’s Field	31.7672	35.2360	Bir Ayub	3	washers-field	396
Water Gate	31.7767	35.2342	Jerusalem	5	water-gate	1000
Waters of Jericho	31.8705	35.4448	Ein as Sultan	1	waters-of-jericho	736
Waters of Merom	32.9789	35.4378	En Meron	2	waters-of-merom	77
Way of Holiness	31.7767	35.2342	Jerusalem	1	way-of-holiness	1000
Way of the Red Sea	29.7272	34.9983	road between the Dead Sea and the Gulf of Aqaba	4	way-of-the-red-sea	1000
West Gate	31.7767	35.2342	Jerusalem	1	west-gate	429
Wilderness of Maon	31.4094	35.1338	Tel Main	2	wilderness-of-maon	1000
Wilderness of Sinai	28.5397	33.9733	Jebel Musa	13	wilderness-of-sinai	465
Wilderness of Ziph	31.4748	35.1351	Tell Zif	3	wilderness-of-ziph	760
Wildgoats’ Rocks	31.4500	35.3833	Ein Gedi	1	wildgoats-rocks	1000
Yiron	33.0833	35.4167	Yarun	1	yiron	790
Zaanan	31.5653	34.8492	Tell ed Duweir	1	zaanan	262
Zaanannim	32.7211	35.4106	Hanot Taggarim	2	zaanannim	408
Zair	31.0369	35.4877	Al Safi	1	zair	205
Zalmon	32.6667	36.7333	Jebel Druze	1	zalmon	436
Zalmonah	30.8122	35.3734	Wadi es Salmaneh	2	zalmonah	329
Zanoah 1	31.7194	35.0013	Khirbet Zanu	3	zanoah-1	730
Zanoah 2	31.4502	35.0535	Khirbet Beit Amra	1	zanoah-2	301
Zaphon 1	32.2677	35.5772	Tell es Sa’idiyeh	2	zaphon-1	523
Zaphon 2	35.9525	35.9693	Jebel Aqra	3	zaphon-2	1041
Zarephath	33.4642	35.2951	Sarepta	4	zarephath	1000
Zarethan	32.2677	35.5772	Tell es Sa’idiyeh	3	zarethan	349
Zeboiim	31.2085	35.4492	south of the Lisan	5	zeboiim	343
Zeboim	32.0030	34.8955	Khirbet Sabiyeh	1	zeboim	522
Zedad	34.3135	36.9242	Sadad	2	zedad	689
Zela	31.8025	35.2096	Khirbet Salah	2	zela	413
Zelzah	31.7167	35.1833	Beit Jala	1	zelzah	72
Zemaraim	31.9088	35.2117	Ras et Tahuneh	1	zemaraim	363
Zenan	31.5653	34.8492	Tell ed Duweir	1	zenan	510
Zephath	31.2123	34.9583	Tel Masos	1	zephath	449
Zer	33.2708	35.1961	Tyre	1	zer	123
Zered	31.0270	35.4853	Wadi al Hasa	2	zered	1000
Zeredah 1	32.0464	35.0972	Deir Ghassaneh	1	zeredah-1	441
Zeredah 2	32.2677	35.5772	Tell es Sa’idiyeh	1	zeredah-2	259
Zererah	32.2677	35.5772	Tell es Sa’idiyeh	1	zererah	128
Zereth-shahar	31.5970	35.5593	Callirrhoe	1	zereth-shahar	404
Ziddim	32.8076	35.4538	Hattin	1	ziddim	264
Ziklag	31.3912	34.6816	Tell esh Sharia	13	ziklag	531
Zimri	32.1892	48.2578	Shush	1	zimri	316
Zin 1	30.9710	35.3250	Zin Desert	8	zin-1	1000
Zin 2	30.9710	35.3250	Zin Desert	2	zin-2	880
Zion	31.7767	35.2342	Jerusalem	148	zion	1000
Zior	31.5251	35.1022	Tel Rumeida	1	zior	471
Ziph 1	31.4748	35.1351	Tell Zif	5	ziph-1	760
Ziph 2	30.9968	34.9819	Khirbet ez Zeifeh	1	ziph-2	467
Ziphron	34.2667	37.0667	Huwwarin	1	ziphron	378
Ziz	31.5607	35.3836	Wadi Hasasah	1	ziz	624
Zoan	30.9769	31.8800	Tanis	7	zoan	1000
Zoar	31.0369	35.4877	Al Safi	9	zoar	347
Zobah	33.9353	36.1508	Brital	14	zobah	336
Zophim	31.7711	35.7339	Tila as Safa	1	zophim	473
Zorah	31.7740	34.9853	Tel Tzora	11	zorah	832
Zuph	31.8543	35.2316	Al Ram	1	zuph	183
